index,dates,shiftFactor,population,storage,storage_perc,storage_ts,storage_trend,storage_stl,storage_fac,storage_segment,inflow_ts,inflow_trend,inflow_stl,inflow_fac,inflow_segment,outflow_ts,outflow_trend,outflow_stl,outflow_fac,outflow_segment,supply_ts,supply_trend,supply_stl,supply_fac,supply_segment,elevation_ts,elevation_trend,elevation_stl,elevation_fac,elevation_segment
1,1,1,3.30734,109345.36043665,51.0008009703325,51.0008009703325,NA,-20.4768288707992,segment1,57.5517758813985,36130.4834378974,NA,206.003991070487,segment1,37945.0573021947,47603.305785124,NA,4638.20746492139,segment1,33816.8505938749,4495.90721612393,NA,4415.90246642315,segment1,6197.13651181107,-1.90180981812171,NA,-4.8624247126886,segment1,-1.87511086537892
2,2,1,3.30734,109820.489579436,52.0566435098572,52.0566435098572,NA,-10.0490309487263,segment1,57.5517758813983,52108.0167712294,NA,5618.06560596478,segment1,37945.0573021943,47603.305785124,NA,8079.83167091462,segment1,33816.8505938747,4029.58184331946,NA,4487.47509608747,segment1,6197.13651181109,-1.85786927037498,NA,-4.47170568309812,segment1,-1.87511086537892
3,3,1,3.32021,109187.3788033,50.6497306739997,50.6497306739997,NA,0.378766973346529,segment1,57.5517758813983,31952.5722898239,NA,11030.1272208591,segment1,37945.0573021943,27768.5950413223,NA,11521.4558769079,segment1,33816.8505938747,4817.08802463748,NA,4559.04772575179,segment1,6197.13651181109,-1.91642016061226,NA,-4.08098665350764,segment1,-1.87511086537892
4,4,1,3.33343,110244.307481229,52.9984610693968,52.9984610693968,NA,11.1337245451834,segment1,57.5517758813983,9370.5434024792,NA,16465.9295962581,segment1,37945.0573021943,3966.94214876033,NA,15157.5348638674,segment1,33816.8505938747,4346.67257579018,NA,4630.57382457923,segment1,6197.13651181109,-1.81867405149089,NA,-3.67933890178169,segment1,-1.87511086537892
5,5,1,3.34619,97734.5121803015,25.1989159562255,25.1989159562255,NA,21.8886821170203,segment1,57.5517758813983,-1609.54988457939,NA,21901.7319716572,segment1,37945.0573021943,6148.76033057851,NA,18793.6138508269,segment1,33816.8505938747,4751.48508576919,NA,4702.09992340667,segment1,6197.13651181109,-3.00866163031878,NA,-3.27769115005575,segment1,-1.87511086537892
6,6,1,3.35876,88864.9709887927,5.4888244195394,5.4888244195394,NA,32.8085255303897,segment1,57.5517758813983,1585.52398011521,NA,27231.4927571867,segment1,37945.0573021943,5950.4132231405,NA,22505.589385562,segment1,33816.8505938747,4504.65194848346,NA,4767.60271838277,segment1,6197.13651181109,-3.91928944660441,NA,-2.87377466216174,segment1,-1.87511086537892
7,7,1,3.37175,76293.2671925143,-22.448295127746,-22.448295127746,44.3533319884345,43.7283689437592,segment1,57.5517758813983,21.7775807745202,33085.5540214501,32561.2535427162,segment1,37945.0573021943,6148.76033057851,25067.7685950413,26217.5649202971,segment1,33816.8505938747,6444.72104647444,4843.15914784715,4833.10551335887,segment1,6197.13651181109,-5.34234123132401,-2.39927245317913,-2.46985817426772,segment1,-1.87511086537892
8,8,1,3.38492,79423.7456354781,-15.4916763656042,-15.4916763656042,57.4358872611313,54.4091169196187,segment1,57.5517758813983,14717.642616145,40585.87722281,37593.4171155796,segment1,37945.0573021943,6148.76033057851,29778.5123966942,30014.8637272189,segment1,33816.8505938747,5438.40384260269,4920.21495340228,4897.02448739445,segment1,6197.13651181109,-4.97409297312339,-1.95538963967993,-2.07925949959074,segment1,-1.87511086537892
9,9,1,3.39753,78076.1233381297,-18.486392581934,-18.486392581934,72.3584099140094,65.0898648954782,segment1,57.5517758813983,9503.05006473645,47077.8163225651,42625.580688443,segment1,37945.0573021943,5950.4132231405,35398.347107438,33812.1625341406,segment1,33816.8505938747,4900.25913894436,4964.33402133205,4960.94346143004,segment1,6197.13651181109,-5.13261812279384,-1.44954870733711,-1.68866082491375,segment1,-1.87511086537892
10,10,1,3.41079,86529.5129595835,0.298917687963306,0.298917687963306,76.9488813482831,73.5352689372641,segment1,57.5517758813983,16713.8402441227,46092.4799025752,45968.2098909696,segment1,37945.0573021943,3689.25619834711,39034.7107438016,37567.4288555097,segment1,33816.8505938747,4571.19442432183,4992.05701335048,5036.18794274566,segment1,6197.13651181109,-4.17030600176446,-1.28411295927238,-1.37786811248246,segment1,-1.87511086537892
11,11,1,3.42335,144651.835928694,129.459635397099,129.459635397099,78.0791624081261,81.9806729790499,segment1,57.5517758813983,122461.437761825,46744.7469659807,49310.8390934962,segment1,37945.0573021943,59504.1322314049,41183.4710743801,41322.6951768787,segment1,33816.8505938747,4834.98256130965,5052.64941467128,5111.43242406128,segment1,6197.13651181109,1.02682721332729,-1.23569679418082,-1.06707540005117,segment1,-1.87511086537892
12,12,1,3.4367,170647.855741394,187.22856831421,187.22856831421,80.4543068916868,85.5888404418411,segment1,57.5517758813983,103893.200596774,47397.8164505636,49787.7100603404,segment1,37945.0573021943,73388.4297520661,41183.4710743801,42522.3583311892,segment1,33816.8505938747,4508.75103200858,5145.53035858124,5175.70829690112,segment1,6197.13651181109,2.92899356109461,-1.13077183837525,-0.925718917006263,segment1,-1.87511086537892
